Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
31/12/17,2017123106,22,4,1,8:31,9,511,41,NYJ,46,46,10,31,0,0,NE,NYJ,(8:31) B.Bolden up the middle to NYJ 44 for 2 yards (Ja.Adams).,1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,B.Bolden,00-0029239,1,middle,NA,NA,None,0,NA,NA,NA,Ja.Adams,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,24,6,18,18,NE,NYJ,0,None,2,2,2,2,2,0.106509026,0.064156903,2.98E-04,0.095089128,0.295080188,0.002833144,0.436033492,0,0,3.084450457,-0.352237783,NA,NA,0.986074167,0.013925833,0.985761052,0.014238948,0.986074167,-3.13E-04,NA,NA,2017
31/12/17,2017123106,22,4,2,7:49,8,469,42,NYJ,44,44,8,33,0,0,NE,NYJ,(7:49) B.Bolden left guard to NYJ 39 for 5 yards (D.Davis).,1,5,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,B.Bolden,00-0029239,1,left,guard,NA,None,0,NA,NA,NA,D.Davis,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,24,6,18,18,NE,NYJ,0,None,2,2,2,2,2,0.12654154,0.069038189,4.43E-04,0.103057581,0.307489896,0.002972557,0.390457331,0,0,2.732212674,-0.059943115,NA,NA,0.985761052,0.014238948,0.98680784,0.01319216,0.985761052,0.001046787,NA,NA,2017
31/12/17,2017123106,22,4,3,7:11,8,431,38,NYJ,39,39,3,31,0,0,NE,NYJ,(7:11) B.Cooks left end pushed ob at NYJ 41 for -2 yards (Ja.Adams).,1,-2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,B.Cooks,00-0031236,1,left,end,NA,None,0,NA,NA,NA,Ja.Adams,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,24,6,18,18,NE,NYJ,0,None,2,2,2,2,2,0.137078509,0.065293739,4.01E-04,0.098205339,0.330514342,0.002940768,0.365566466,0,0,2.672269559,-1.753545143,NA,NA,0.98680784,0.01319216,0.979242276,0.020757724,0.98680784,-0.007565564,NA,NA,2017
31/12/17,2017123106,22,4,4,6:50,7,410,21,NYJ,41,41,5,31,0,1,NE,NYJ,"(6:50) R.Allen punts 37 yards to NYJ 4, Center-J.Cardona, downed by NE-M.Slater.",1,0,0,0,NA,NA,NA,0,0,Clean,Punt,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,24,6,18,18,NE,NYJ,0,None,2,2,2,2,2,0.209680967,0.103554881,0.001043171,0.153243968,0.349872139,0.004733472,0.177871402,0,0,0.918724416,-0.377467786,NA,NA,0.979242276,0.020757724,0.978416853,0.021583147,0.979242276,-8.25E-04,NA,NA,2017
31/12/17,2017123106,23,4,1,6:42,7,402,8,NYJ,4,96,10,3,0,0,NYJ,NE,(6:42) (Shotgun) E.McGuire right tackle to NYJ 7 for 3 yards (D.McCourty; E.Lee).,1,3,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,E.McGuire,00-0033295,1,right,tackle,NA,None,0,NA,NA,NA,D.McCourty,E.Lee,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,24,-18,18,NE,NYJ,0,None,2,2,2,2,2,0.350986264,0.146948515,0.013981791,0.218498251,0.105012135,0.002001493,0.162571552,0,0,-0.541256631,-0.173168546,NA,NA,0.978416853,0.021583147,0.98073411,0.01926589,0.021583147,-0.002317257,NA,NA,2017
31/12/17,2017123106,23,4,2,6:18,7,378,24,NYJ,7,93,7,3,0,0,NYJ,NE,"(6:18) (No Huddle, Shotgun) B.Petty pass incomplete short right to N.Sterling.",1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Incomplete Pass,Short,0,0,0,right,0,NA,NA,None,0,NA,NA,N.Sterling,00-0032120,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,24,-18,18,NE,NYJ,0,None,2,2,2,2,2,0.364825155,0.15354554,0.010203932,0.225315022,0.092001543,0.002188364,0.151920444,0,0,-0.714425177,-0.557773447,-0.560321183,0.002547736,0.98073411,0.01926589,0.983678005,0.016321995,0.01926589,-0.002943895,-0.002884213,-5.97E-05,2017
31/12/17,2017123106,23,4,3,6:11,7,371,7,NYJ,7,93,7,-4,0,0,NYJ,NE,"(6:11) (Shotgun) B.Petty sacked in End Zone for -7 yards, SAFETY (E.Lee).",1,-7,1,0,NA,NA,NA,1,0,NA,Sack,NA,00-0031568,0,NA,NA,0,0,1,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,E.Lee,E.Lee,NA,NA,0,NA,NA,1,0,NA,0,NA,NA,NA,0,6,24,-18,18,NE,NYJ,0,None,2,2,2,2,2,0.34710131,0.1828386,0.011277002,0.260566977,0.063409956,0.002206586,0.132599569,0,0,-1.272198623,-0.727801377,NA,NA,0.983678005,0.016321995,0.989921546,0.010078454,0.016321995,-0.006243541,NA,NA,2017
31/12/17,2017123106,24,4,NA,6:04,7,364,7,NYJ,20,20,0,15,0,NA,NE,NYJ,L.Edwards kicks 55 yards from NYJ 20 to NE 25. P.Chung to NE 29 for 4 yards (T.Brooks).,1,4,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,P.Chung,NA,T.Brooks,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,26,6,20,20,NE,NYJ,0,None,2,2,2,2,2,0.307460037,0.106719094,0.002853526,0.157965079,0.167592507,0.002381194,0.255028562,0,0,0.861119955,0.279755456,NA,NA,0.989921546,0.010078454,0.991000959,0.008999041,0.989921546,0.001079413,NA,NA,2017
31/12/17,2017123106,24,4,1,5:59,6,359,5,NE,29,71,10,0,0,0,NE,NYJ,(5:59) NE 2-Hoyer now at QB. B.Bolden up the middle to NE 29 for no gain (R.Miles; M.Pennel).,1,0,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,B.Bolden,00-0029239,1,middle,NA,NA,None,0,NA,NA,NA,R.Miles,M.Pennel,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,26,6,20,20,NE,NYJ,0,None,2,2,2,2,2,0.293693625,0.099262846,0.002084199,0.146814324,0.181079122,0.002433187,0.274632696,0,0,1.140875411,-0.554964988,NA,NA,0.991000959,0.008999041,0.990735233,0.009264767,0.991000959,-2.66E-04,NA,NA,2017
31/12/17,2017123106,24,4,2,5:19,6,319,40,NE,29,71,10,0,0,0,NE,NYJ,(5:19) B.Hoyer pass incomplete deep middle to P.Dorsett.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Hoyer,00-0026625,1,Incomplete Pass,Deep,43,0,0,middle,0,NA,NA,None,0,NA,NA,P.Dorsett,00-0032208,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,26,6,20,20,NE,NYJ,0,None,2,2,2,2,2,0.338036799,0.109578867,0.00267364,0.162465595,0.160220351,0.002516165,0.224508583,0,0,0.585910423,-0.668663469,3.150305549,-3.818969019,0.990735233,0.009264767,0.988878066,0.011121934,0.990735233,-0.001857167,0.006628531,-0.008485698,2017
31/12/17,2017123106,24,4,3,5:12,6,312,7,NE,29,71,10,5,0,0,NE,NYJ,(5:12) B.Hoyer pass short left to P.Dorsett to NE 34 for 5 yards (B.Skrine).,1,5,0,0,NA,NA,NA,0,0,NA,Pass,B.Hoyer,00-0026625,1,Complete,Short,2,3,0,left,0,NA,NA,None,0,NA,NA,P.Dorsett,00-0032208,1,NA,NA,NA,B.Skrine,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,26,6,20,20,NE,NYJ,0,None,2,2,2,2,2,0.347271951,0.133051358,0.003226649,0.195826713,0.134015172,0.00293226,0.183675897,0,0,-0.082753047,-0.555267803,-0.838630139,0.283362336,0.988878066,0.011121934,0.988686938,0.011313062,0.988878066,-1.91E-04,-0.002759441,0.002568313,2017
31/12/17,2017123106,24,4,4,4:40,5,280,32,NE,34,66,5,10,0,1,NE,NYJ,"(4:40) (Punt formation) PENALTY on NYJ, Defensive 12 On-field, 5 yards, enforced at NE 34 - No Play.",1,0,0,0,NA,NA,NA,0,0,NA,No Play,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,1,NYJ,Defensive 12 On-field,NA,5,26,6,20,20,NE,NYJ,0,None,2,2,2,2,2,0.392597376,0.149752877,0.002733717,0.214048105,0.088581798,0.003341268,0.14894486,0,0,-0.63802085,2.349688777,NA,NA,0.988686938,0.011313062,0.994834671,0.005165329,0.988686938,0.006147732,NA,NA,2017
31/12/17,2017123106,24,4,1,4:40,5,280,0,NE,39,61,10,13,0,0,NE,NYJ,(4:40) B.Bolden left tackle to NE 42 for 3 yards (S.McLendon).,1,3,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,B.Bolden,00-0029239,1,left,end,NA,None,0,NA,NA,NA,S.McLendon,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,26,6,20,20,NE,NYJ,0,None,2,2,2,2,2,0.310633002,0.074979354,8.59E-04,0.110404471,0.1997723,0.002324192,0.301027263,0,0,1.711667927,-0.244039072,NA,NA,0.994834671,0.005165329,0.995608563,0.004391437,0.994834671,7.74E-04,NA,NA,2017
31/12/17,2017123106,24,4,2,3:57,4,237,43,NE,42,58,7,15,0,0,NE,NYJ,(3:57) B.Bolden up the middle to NE 44 for 2 yards (M.Pennel).,1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,B.Bolden,00-0029239,1,middle,NA,NA,None,0,NA,NA,NA,M.Pennel,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,26,6,20,20,NE,NYJ,0,None,2,2,2,2,2,0.347182697,0.075502453,9.27E-04,0.111056452,0.193005587,0.002382305,0.269943446,0,0,1.467628855,-0.420501698,NA,NA,0.995608563,0.004391437,0.996229003,0.003770997,0.995608563,6.20E-04,NA,NA,2017
31/12/17,2017123106,24,4,3,3:15,4,195,42,NE,44,56,5,15,0,0,NE,NYJ,(3:15) B.Hoyer pass incomplete short right to K.Britt.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Hoyer,00-0026625,1,Incomplete Pass,Short,3,0,0,right,0,NA,NA,None,0,NA,NA,K.Britt,00-0027006,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,26,6,20,20,NE,NYJ,0,None,2,2,2,2,2,0.390567806,0.081228022,0.001030508,0.119689972,0.177333158,0.002470233,0.227680301,0,0,1.047127156,-1.12239297,-0.810129529,-0.312263441,0.996229003,0.003770997,0.994701992,0.005298008,0.996229003,-0.00152701,-9.86E-04,-5.41E-04,2017
31/12/17,2017123106,24,4,4,3:10,4,190,5,NE,44,56,5,15,0,1,NE,NYJ,"(3:10) R.Allen punts 53 yards to NYJ 3, Center-J.Cardona, out of bounds.",1,0,0,0,NA,NA,NA,0,0,Clean,Punt,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,26,6,20,20,NE,NYJ,0,None,2,2,2,2,2,0.460150819,0.109329421,0.001570136,0.157604523,0.131020999,0.003247465,0.137076637,0,0,-0.075265814,0.446253342,NA,NA,0.994701992,0.005298008,0.996100045,0.003899955,0.994701992,0.001398053,NA,NA,2017
31/12/17,2017123106,25,4,1,3:02,4,182,8,NYJ,3,97,10,49,0,0,NYJ,NE,(3:02) (Shotgun) B.Powell left guard to NYJ 9 for 6 yards (J.Richards).,1,6,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,B.Powell,00-0028064,1,left,guard,NA,None,0,NA,NA,NA,J.Richards,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.571164033,0.098011706,0.009874585,0.144546144,0.068423172,0.001302454,0.106677906,0,0,-0.370987528,0.130794379,NA,NA,0.996100045,0.003899955,0.99677157,0.00322843,0.003899955,-6.72E-04,NA,NA,2017
31/12/17,2017123106,25,4,2,2:38,3,158,24,NYJ,9,91,4,16,0,1,NYJ,NE,"(2:38) (No Huddle, Shotgun) B.Petty pass short left to B.Powell pushed ob at NYJ 19 for 10 yards (J.Richards).",1,10,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Complete,Short,3,7,0,left,0,NA,NA,None,0,NA,NA,B.Powell,00-0028064,1,NA,NA,NA,J.Richards,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.582314153,0.09466641,0.005190899,0.136166629,0.064242705,0.001461654,0.115957551,0,0,-0.240193149,0.574757227,0.177409307,0.39734792,0.99677157,0.00322843,0.996428715,0.003571285,0.00322843,3.43E-04,-8.71E-06,3.52E-04,2017
31/12/17,2017123106,25,4,1,2:31,3,151,7,NYJ,19,81,10,48,0,0,NYJ,NE,(2:31) (Shotgun) B.Petty pass short left to J.Kearse to NYJ 25 for 6 yards (J.Jones).,1,6,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Complete,Short,3,3,0,left,0,NA,NA,None,0,NA,NA,J.Kearse,00-0029159,1,NA,NA,NA,J.Jones,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.54074871,0.079774741,0.003055535,0.117236828,0.101477932,0.001544081,0.156162173,0,0,0.334564079,0.131989638,-0.134456791,0.266446429,0.996428715,0.003571285,0.997150385,0.002849615,0.003571285,-7.22E-04,-3.27E-04,-3.95E-04,2017
31/12/17,2017123106,25,4,2,2:04,3,124,27,NYJ,25,75,4,31,0,0,NYJ,NE,(2:04) (Shotgun) B.Petty pass short middle to J.Kearse to NYJ 34 for 9 yards (J.Jones).,1,9,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Complete,Short,6,3,0,middle,0,NA,NA,None,0,NA,NA,J.Kearse,00-0029159,1,NA,NA,NA,J.Jones,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.550526487,0.074894973,0.001898591,0.107969001,0.098460405,0.001663237,0.164587305,0,0,0.466553717,0.823682276,0.6965018,0.127180476,0.997150385,0.002849615,0.996473773,0.003526227,0.002849615,6.77E-04,6.09E-04,6.77E-05,2017
31/12/17,2017123106,25,4,NA,1:57,2,117,7,NYJ,25,25,0,31,0,NA,,NA,Two-Minute Warning,1,0,0,0,NA,NA,NA,0,0,NA,Two Minute Warning,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NE,NYJ,0,None,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1.290235993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017
31/12/17,2017123106,25,4,1,1:57,2,117,0,NYJ,34,66,10,31,0,0,NYJ,NE,(1:57) (Shotgun) B.Petty pass incomplete short middle to J.Natson.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Incomplete Pass,Short,9,0,0,middle,0,NA,NA,None,0,NA,NA,J.Natson,00-0033266,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.574994649,0.046732413,0.001399963,0.033917309,0.181732674,6.21E-04,0.160602063,0,0,1.290235993,-0.269597379,0.494571648,-0.764169027,0.996473773,0.003526227,0.99685063,0.00314937,0.003526227,-3.77E-04,2.39E-04,-6.16E-04,2017
31/12/17,2017123106,25,4,2,1:51,2,111,6,NYJ,34,66,10,31,0,0,NYJ,NE,(1:51) (Shotgun) B.Petty pass incomplete deep left to C.Hansen.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Incomplete Pass,Deep,21,0,0,left,0,NA,NA,None,0,NA,NA,C.Hansen,00-0033840,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.599988995,0.05344791,0.001978889,0.039007048,0.169434227,6.63E-04,0.135480183,0,0,1.020638614,-0.336360023,1.215931253,-1.552291276,0.99685063,0.00314937,0.997176004,0.002823996,0.00314937,-3.25E-04,8.04E-04,-0.001129418,2017
31/12/17,2017123106,25,4,3,1:46,2,106,5,NYJ,34,66,10,31,0,0,NYJ,NE,(1:46) (Shotgun) B.Petty pass incomplete deep right to A.Stewart.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Incomplete Pass,Deep,27,0,0,right,0,NA,NA,None,0,NA,NA,A.Stewart,00-0033916,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.624620886,0.065477977,0.002478319,0.047687968,0.14867529,7.92E-04,0.11026799,0,0,0.684278591,-0.554494412,1.818247849,-2.372742262,0.997176004,0.002823996,0.997555851,0.002444149,0.002823996,-3.80E-04,0.00119438,-0.001574227,2017
31/12/17,2017123106,25,4,4,1:40,2,100,6,NYJ,34,66,10,43,0,1,NYJ,NE,(1:40) (Shotgun) B.Petty pass short left to N.Sterling pushed ob at NYJ 46 for 12 yards (E.Rowe).,1,12,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Complete,Short,12,0,0,left,0,NA,NA,None,0,NA,NA,N.Sterling,00-0032120,1,NA,NA,NA,E.Rowe,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.686815547,0.08391972,0.00316201,0.058062433,0.094362688,9.05E-04,0.072772223,0,0,0.129784179,1.628616633,1.628616633,0,0.997555851,0.002444149,0.996644666,0.003355334,0.002444149,9.11E-04,9.11E-04,0,2017
31/12/17,2017123106,25,4,1,1:32,2,92,8,NYJ,46,54,10,43,0,0,NYJ,NE,(1:32) (Shotgun) B.Petty pass incomplete deep left to C.Hansen.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Incomplete Pass,Deep,18,0,0,left,0,NA,NA,None,0,NA,NA,C.Hansen,00-0033840,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.512663714,0.036937278,5.36E-04,0.026735718,0.225301353,6.51E-04,0.197175524,0,0,1.758400812,-0.279164034,0.830120026,-1.10928406,0.996644666,0.003355334,0.996793311,0.003206689,0.003355334,-1.49E-04,4.87E-04,-6.35E-04,2017
31/12/17,2017123106,25,4,2,1:27,2,87,5,NYJ,46,54,10,58,0,1,NYJ,NE,(1:27) (Shotgun) B.Petty pass short left to C.Hansen pushed ob at NE 39 for 15 yards (J.Bademosi).,1,15,0,0,NA,NA,NA,0,0,NA,Pass,B.Petty,00-0031568,1,Complete,Short,15,0,0,left,0,NA,NA,None,0,NA,NA,C.Hansen,00-0033840,1,NA,NA,NA,J.Bademosi,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.539114217,0.042275708,8.78E-04,0.030906986,0.220042015,6.88E-04,0.166094992,0,0,1.479236778,0.952801046,0.952801046,0,0.996793311,0.003206689,0.99622488,0.00377512,0.003206689,5.68E-04,5.68E-04,0,2017
31/12/17,2017123106,25,4,1,1:22,2,82,5,NE,39,39,10,48,0,0,NYJ,NE,"(1:22) (Shotgun) B.Petty sacked at NE 48 for -9 yards (J.Harrison). FUMBLES (J.Harrison) [J.Harrison], recovered by NYJ-J.Carpenter at NE 48. J.Carpenter to NE 48 for no gain (G.Grissom).",1,-9,0,0,NA,NA,NA,0,0,NA,Sack,NA,00-0031568,0,NA,NA,0,0,1,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,J.Harrison,NA,NA,NA,1,NYJ,J.Carpenter,1,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.40567529,0.027408781,1.61E-04,0.019787726,0.293059721,6.87E-04,0.253220895,0,0,2.432037824,-0.932947084,NA,NA,0.99622488,0.00377512,0.979614841,0.020385159,0.00377512,0.016610039,NA,NA,2017
31/12/17,2017123106,25,4,2,0:37,1,37,45,NE,48,48,19,48,0,0,NYJ,NE,(:37) (Shotgun) B.Petty sacked at NE 49 for -1 yards (J.Harrison).,1,-1,0,0,NA,NA,NA,0,0,NA,Sack,NA,00-0031568,0,NA,NA,0,0,1,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,J.Harrison,NA,NA,NA,0,NA,NA,1,0,NA,0,NA,NA,NA,0,6,26,-20,20,NE,NYJ,0,None,2,2,2,2,2,0.543815496,0.036425721,6.29E-04,0.026986651,0.235801134,6.52E-04,0.15568926,0,0,1.49909074,0,NA,NA,0.979614841,0.020385159,1,0,0.020385159,-0.020385159,NA,NA,2017
31/12/17,2017123106,25,4,NA,0:00,0,0,37,NE,48,48,0,48,0,0,NYJ,NE,"END GAME Patriots' 7th 13-win season, 2nd all-time (SF, 9). Bill Belichick 250th regular-season win, ties Landry for 3rd all-time. NE 12-Brady 13th win as starting QB after age 40, ties Favre for most all-time.",1,3,0,0,NA,NA,NA,0,0,NA,End of Game,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,-20,NA,NE,NYJ,0,None,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,1.77E-12,0,NA,NA,2017
31/12/17,2017123105,1,1,NA,15:00,15,3600,0,MIN,35,35,0,0,0,NA,CHI,MIN,K.Forbath kicks 62 yards from MIN 35 to CHI 3. T.Cohen to CHI 20 for 17 yards (J.Kearse).,1,17,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,T.Cohen,NA,J.Kearse,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,MIN,CHI,0,None,3,3,3,3,3,0.00137368,0.16263151,0.004440726,0.254178634,0.233081174,0.003655713,0.340638564,0,0,0.814998476,-0.489338858,NA,NA,0.499993178,0.500006822,0.513848605,0.486151395,0.500006822,-0.013855427,NA,NA,2017
31/12/17,2017123105,1,1,1,14:53,15,3593,7,CHI,20,80,10,8,0,0,CHI,MIN,(14:53) Jo.Howard right guard to CHI 20 for no gain (B.Gedeon; A.Sendejo).,1,0,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,Jo.Howard,00-0032780,1,right,end,NA,None,0,NA,NA,NA,B.Gedeon,A.Sendejo,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,MIN,CHI,0,None,3,3,3,3,3,0.001549355,0.179701157,0.006636671,0.28098872,0.213738763,0.003591231,0.313794103,0,0,0.325659618,-0.767671275,NA,NA,0.513848605,0.486151395,0.533637184,0.466362816,0.486151395,-0.019788579,NA,NA,2017
31/12/17,2017123105,1,1,2,14:10,15,3550,43,CHI,20,80,10,1,0,0,CHI,MIN,(14:10) (Shotgun) M.Trubisky pass short right to T.Cohen pushed ob at CHI 21 for 1 yard (H.Smith).,1,1,0,0,NA,NA,NA,0,0,NA,Pass,M.Trubisky,00-0033869,1,Complete,Short,0,1,0,right,0,NA,NA,None,0,NA,NA,T.Cohen,00-0033556,1,NA,NA,NA,H.Smith,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,MIN,CHI,0,None,3,3,3,3,3,0.001862497,0.206390191,0.007934094,0.322400537,0.190150628,0.003891078,0.267370974,0,0,-0.442011657,-0.804195081,-0.966720023,0.162524942,0.533637184,0.466362816,0.555417404,0.444582596,0.466362816,-0.021780219,-0.028182511,0.006402292,2017
31/12/17,2017123105,1,1,3,13:36,14,3516,34,CHI,21,79,9,8,0,0,CHI,MIN,(13:36) (Shotgun) M.Trubisky pass short right to T.Cohen to CHI 28 for 7 yards (E.Kendricks; A.Barr).,1,7,0,0,NA,NA,NA,0,0,NA,Pass,M.Trubisky,00-0033869,1,Complete,Short,1,6,0,right,0,NA,NA,None,0,NA,NA,T.Cohen,00-0033556,1,NA,NA,NA,E.Kendricks,A.Barr,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,MIN,CHI,0,None,3,3,3,3,3,0.002023747,0.239491767,0.008323885,0.367274314,0.149741638,0.004280184,0.228864464,0,0,-1.246206738,-0.333833172,-1.254413288,0.920580116,0.555417404,0.444582596,0.563761973,0.436238027,0.444582596,-0.00834457,-0.038042278,0.029697708,2017
